Conc,Temp
0.25496,392.94
0.25241,392.94
0.253,393.25
0.2512,393.9
0.2444,393.84
0.24453,393.84
0.24479,393.98
0.24289,393.73
0.24398,393.15
0.2491,392.82
0.25328,392.94
0.25287,393.2
0.25084,393.52
0.24713,393.37
0.24832,393.35
0.24861,393.34
0.24984,393.8
0.24369,393.07
0.25039,393.02
0.25161,393.09
0.25072,393
0.25166,393.01
0.25083,392.73
0.25491,393.16
0.25233,393.9
0.24398,393.58
0.24687,393.7
0.24391,392.85
0.25158,392.57
0.25538,392.7
0.25483,392.93
0.25232,392.87
0.25266,392.84
0.25394,393.23
0.24878,392.68
0.25608,393.43
0.24849,393.38
0.2486,393.44
0.24669,392.91
0.25184,392.83
0.25341,393
0.25088,392.62
0.25642,393.26
0.24938,393
0.25256,393.43
0.24842,393.46
0.24669,393
0.25137,393.02
0.25133,392.97
0.25161,392.86
0.25479,393.64
0.24616,393.32
0.24954,393.64
0.24773,394.25
0.24088,393.9
0.24226,393.21
0.24906,393.1
0.25111,393.28
0.24927,393.23
0.24939,393.13
0.25051,393.16
0.25013,393.11
0.25083,393.18
0.25005,393.12
0.25013,392.95
0.25154,392.79
0.25362,392.91
0.25312,393.16
0.25103,393.41
0.24795,393.25
0.24782,392.59
0.2556,392.92
0.25411,393.54
0.24713,393.33
0.24736,392.75
0.25213,392.32
0.25883,392.93
0.25331,393.15
0.25103,393.35
0.24933,393.59
0.24604,393.22
0.2501,393.43
0.24785,393.29
0.248,392.85
0.25145,392.44
0.25654,392.61
0.25597,392.93
0.25232,392.87
0.25419,393.43
0.24798,393.2
0.24936,393.02
0.25346,393.84
0.24433,393.42
0.24798,393.49
0.24751,393.49
0.2466,393.11
0.24986,392.9
0.25164,392.63
0.2548,392.72
0.25553,393.29
0.25021,393.54
0.24713,393.46
0.28783,393.44
0.28694,391.3
0.3063,390.21
0.32264,390.75
0.32093,392.26
0.30611,394.24
0.2851,396.76
