U1,U2,T1,T2
35,67,47.019,48.03
35,43,47.195,47.952
35,43,47.351,47.533
35,43,47.569,47.793
35,43,47.864,48.682
35,43,48.237,50.057
35,43,48.461,50.038
35,43,48.733,50.498
35,43,48.821,49.527
35,43,48.969,49.36
35,43,49.098,49.159
35,43,49.228,49.085
35,43,49.365,49.154
55,67,49.548,49.626
55,67,50.123,50.368
55,67,50.613,50.509
55,67,51.011,50.136
55,67,51.498,50.756
55,67,52.009,51.6
55,67,52.366,51.266
55,67,52.801,51.794
55,67,53.116,51.46
55,67,53.353,50.784
55,67,53.585,50.376
55,67,53.895,50.812
55,43,54.33,52.216
55,43,54.69,52.556
55,43,55.085,53.226
55,43,55.306,52.563
55,43,55.478,51.834
55,43,55.722,51.957
55,43,56.159,53.64
55,43,56.472,54.083
55,43,56.674,53.704
55,43,56.859,53.399
55,43,57.056,53.372
55,43,57.266,53.558
55,43,57.472,53.753
55,43,57.654,53.811
55,43,57.809,53.734
55,43,57.946,53.622
55,43,58.263,54.991
55,43,58.429,54.941
55,43,58.692,55.733
55,43,58.875,55.805
55,43,58.839,54.267
55,43,58.887,53.831
55,43,58.964,53.764
55,43,59.211,55.066
35,43,59.351,55.277
35,43,59.125,55.643
35,43,58.905,55.837
35,43,58.581,55.057
35,43,58.189,53.832
35,43,57.944,53.916
35,43,58.01,56.255
35,43,57.911,56.629
35,43,57.807,56.798
35,43,57.544,55.635
35,43,57.246,54.421
35,43,56.984,53.715
35,67,56.868,54.233
35,67,56.936,56.251
35,67,56.852,56.49
35,67,56.786,56.753
35,67,56.574,55.771
35,67,56.32,54.664
35,67,56.133,54.29
35,67,56.226,56.115
35,67,56.314,57.383
35,67,56.415,58.394
35,67,56.248,57.059
35,67,55.958,55.108
35,67,55.786,54.534
35,67,55.779,55.328
35,67,55.985,57.536
35,67,56.228,59.429
35,67,56.139,58.283
35,67,56.034,57.328
35,67,55.868,56.145
35,67,55.758,55.683
35,67,55.927,57.477
35,67,56.048,58.42
35,67,56.081,58.437
35,67,56.028,57.807
35,67,56.002,57.557
35,67,56.163,58.817
35,67,56.24,59.112
35,67,56.303,59.237
35,67,56.293,58.8
35,67,56.397,59.367
35,67,56.367,58.781
35,67,56.316,58.196
35,67,56.3,58.045
35,67,56.47,59.368
35,67,56.549,59.654
35,67,56.699,60.439
35,67,56.703,59.918
35,67,56.619,58.891
35,67,56.552,58.28
35,67,56.561,58.405
35,67,56.673,59.297
35,67,56.935,61.117
35,67,57.024,61.157
35,67,57.04,60.662
35,67,56.942,59.458
35,67,56.946,59.372
35,67,57.008,59.76
35,67,57.178,60.894
55,67,57.204,60.633
55,67,57.552,59.973
55,67,57.971,60.249
55,67,58.293,59.897
55,67,58.697,60.445
55,67,59.031,60.494
55,67,59.483,61.588
55,67,59.753,61.168
55,67,60.032,61.092
55,67,60.188,60.244
55,67,60.358,59.854
55,67,60.72,61.133
35,43,60.951,61.187
35,43,60.707,60.378
35,43,60.571,60.526
35,43,60.428,60.509
35,43,60.28,60.389
35,43,60.279,61.353
35,43,60.182,61.276
35,43,59.957,60.19
35,43,59.763,59.573
35,43,59.611,59.378
35,43,59.47,59.26
35,43,59.399,59.637
35,67,59.355,60.071
35,67,59.301,60.558
35,67,59.289,61.184
35,67,59.256,61.441
35,67,59.04,60.189
35,67,58.819,59.189
35,67,58.643,58.746
35,67,58.69,60.076
35,67,58.727,60.922
35,67,58.626,60.455
35,67,58.533,60.145
35,67,58.43,59.818
35,67,58.305,59.365
35,67,58.339,60.227
35,67,58.348,60.638
35,67,58.295,60.436
35,67,58.339,61.029
35,67,58.235,60.306
35,67,58.29,60.994
35,67,58.245,60.717
35,67,58.087,59.63
35,67,58.156,60.57
35,67,58.35,62.199
35,67,58.457,62.735
55,67,58.247,60.708
55,67,58.551,60.214
55,67,58.862,60.076
55,67,59.284,60.996
55,67,59.63,61.25
55,67,60.066,62.283
55,67,60.3,61.664
55,67,60.358,60.023
55,67,60.645,60.677
55,67,60.896,60.996
55,67,61.223,61.916
55,67,61.439,61.857
35,43,61.555,61.174
35,43,61.345,60.94
35,43,61.141,60.715
35,43,61.103,61.726
35,43,60.983,61.766
35,43,60.92,62.177
35,43,60.687,61.116
35,43,60.581,61.255
35,43,60.397,60.69
35,43,60.331,61.126
35,43,60.197,60.859
35,43,60.023,60.307
35,67,59.865,59.969
35,67,59.715,60.007
35,67,59.575,60.028
35,67,59.441,60.021
35,67,59.267,59.644
35,67,59.277,60.713
35,67,59.217,60.912
35,67,59.074,60.368
35,67,58.95,60.074
35,67,58.826,59.813
35,67,58.865,60.832
35,67,58.821,60.906
55,67,58.876,61.698
55,67,59.152,60.98
55,67,59.316,59.771
55,67,59.63,60.188
55,67,59.953,60.701
