U1,U2,H1,H2,H3,H4
167.46,172.6,19.783,18.271,7.889,6.3647
167.46,172.6,19.958,18.446,8.1141,6.5341
167.46,172.6,20.141,18.624,8.3111,6.6816
167.46,172.6,20.328,18.803,8.4836,6.8103
137.46,138.6,20.517,18.98,8.6349,6.9227
137.46,138.6,20.267,18.736,8.3279,6.692
137.46,138.6,20.008,18.487,8.0588,6.4908
167.46,172.6,19.743,18.238,7.8235,6.3156
137.46,138.6,19.915,18.409,8.0569,6.4914
137.46,138.6,19.66,18.167,7.8219,6.3161
137.46,138.6,19.403,17.927,7.6168,6.1638
167.46,172.6,19.149,17.691,7.4381,6.0317
137.46,138.6,19.336,17.881,7.7208,6.2447
167.46,172.6,19.102,17.659,7.5287,6.1019
137.46,138.6,19.305,17.861,7.7997,6.3056
167.46,172.6,19.083,17.649,7.5975,6.1547
167.46,172.6,19.297,17.858,7.8596,6.3515
167.46,172.6,19.519,18.071,8.0885,6.5226
137.46,138.6,19.745,18.284,8.2886,6.6716
167.46,172.6,19.536,18.076,8.0244,6.473
167.46,172.6,19.752,18.282,8.2325,6.6284
137.46,138.6,19.971,18.488,8.4147,6.7638
137.46,138.6,19.753,18.272,8.1349,6.5534
167.46,172.6,19.524,18.051,7.89,6.3701
167.46,172.6,19.726,18.247,8.115,6.5387
137.46,138.6,19.934,18.445,8.3118,6.6857
137.46,138.6,19.707,18.223,8.0447,6.4853
137.46,138.6,19.473,17.999,7.8112,6.3108
137.46,138.6,19.235,17.775,7.6075,6.1592
137.46,138.6,18.997,17.553,7.43,6.0277
167.46,172.6,18.763,17.337,7.2758,5.9137
167.46,172.6,18.971,17.546,7.5795,6.1425
137.46,138.6,19.194,17.763,7.844,6.341
137.46,138.6,18.99,17.566,7.6361,6.1854
167.46,172.6,18.782,17.368,7.4549,6.0504
137.46,138.6,19.01,17.592,7.7354,6.261
167.46,172.6,18.812,17.401,7.5415,6.1159
137.46,138.6,19.048,17.629,7.8108,6.3179
167.46,172.6,18.855,17.442,7.6071,6.1653
137.46,138.6,19.094,17.673,7.8681,6.3607
167.46,172.6,18.903,17.487,7.6571,6.2025
167.46,172.6,19.143,17.717,7.9116,6.3931
167.46,172.6,19.387,17.949,8.1339,6.5588
167.46,172.6,19.633,18.178,8.3284,6.7031
137.46,138.6,19.875,18.402,8.4987,6.8291
167.46,172.6,19.677,18.203,8.2084,6.6103
137.46,138.6,19.9,18.413,8.3936,6.7481
167.46,172.6,19.687,18.203,8.1164,6.5397
137.46,138.6,19.899,18.405,8.313,6.6865
137.46,138.6,19.676,18.187,8.0458,6.486
137.46,138.6,19.445,17.967,7.8121,6.3114
137.46,138.6,19.21,17.745,7.6083,6.1597
137.46,138.6,18.975,17.527,7.4307,6.0281
137.46,138.6,18.743,17.313,7.2764,5.9141
137.46,138.6,18.517,17.106,7.1423,5.8156
167.46,172.6,18.299,16.907,7.0261,5.7304
167.46,172.6,18.526,17.136,7.3627,5.9839
167.46,172.6,18.77,17.374,7.6552,6.2034
137.46,138.6,19.024,17.616,7.91,6.3938
137.46,138.6,18.846,17.439,7.6936,6.2313
137.46,138.6,18.66,17.26,7.505,6.0902
137.46,138.6,18.471,17.081,7.3409,5.9679
137.46,138.6,18.283,16.904,7.1984,5.862
167.46,172.6,18.097,16.732,7.0747,5.7705
167.46,172.6,18.352,16.983,7.4049,6.0186
167.46,172.6,18.62,17.24,7.6919,6.2334
167.46,172.6,18.895,17.499,7.942,6.4199
167.46,172.6,19.169,17.756,8.1604,6.5821
167.46,172.6,19.441,18.006,8.3516,6.7235
137.46,138.6,19.706,18.25,8.5191,6.8469
167.46,172.6,19.528,18.067,8.2263,6.6258
167.46,172.6,19.769,18.293,8.4093,6.7616
137.46,138.6,20.007,18.513,8.5697,6.8802
167.46,172.6,19.803,18.309,8.2707,6.6549
167.46,172.6,20.02,18.515,8.4482,6.787
167.46,172.6,20.236,18.717,8.6039,6.9023
167.46,172.6,20.448,18.913,8.7406,7.0032
137.46,138.6,20.653,19.103,8.8607,7.0914
167.46,172.6,20.416,18.867,8.5261,6.8395
167.46,172.6,20.6,19.042,8.6723,6.9483
167.46,172.6,20.782,19.213,8.8007,7.0434
167.46,172.6,20.96,19.379,8.9136,7.1266
167.46,172.6,21.132,19.539,9.013,7.1995
137.46,138.6,21.299,19.693,9.1005,7.2635
137.46,138.6,21.023,19.422,8.737,6.9902
167.46,172.6,20.734,19.144,8.4174,6.751
137.46,138.6,20.873,19.282,8.5768,6.8709
137.46,138.6,20.58,19.003,8.2769,6.6468
167.46,172.6,20.282,18.723,8.0142,6.4514
167.46,172.6,20.42,18.865,8.2236,6.6096
167.46,172.6,20.569,19.012,8.4069,6.7474
137.46,138.6,20.723,19.162,8.5677,6.8678
137.46,138.6,20.445,18.894,8.2688,6.6441
167.46,172.6,20.16,18.624,8.0071,6.449
167.46,172.6,20.31,18.775,8.2174,6.6075
167.46,172.6,20.469,18.93,8.4015,6.7456
167.46,172.6,20.633,19.088,8.5629,6.8662
137.46,138.6,20.799,19.244,8.7046,6.9716
167.46,172.6,20.529,18.981,8.389,6.7348
137.46,138.6,20.685,19.132,8.5519,6.8567
137.46,138.6,20.409,18.866,8.255,6.6344
167.46,172.6,20.126,18.598,7.9951,6.4406
137.46,138.6,20.278,18.75,8.2069,6.6002
167.46,172.6,20.003,18.489,7.9529,6.4108
167.46,172.6,20.163,18.647,8.17,6.5742
137.46,138.6,20.331,18.811,8.36,6.7166
167.46,172.6,20.069,18.558,8.0869,6.5122
137.46,138.6,20.238,18.723,8.2872,6.6625
167.46,172.6,19.977,18.472,8.0232,6.4651
167.46,172.6,20.147,18.639,8.2315,6.6215
167.46,172.6,20.325,18.809,8.4138,6.7578
137.46,138.6,20.505,18.98,8.5737,6.8769
137.46,138.6,20.25,18.73,8.2742,6.652
137.46,138.6,19.986,18.477,8.0118,6.4559
167.46,172.6,19.718,18.224,7.7825,6.2853
137.46,138.6,19.887,18.393,8.0211,6.465
137.46,138.6,19.631,18.15,7.7906,6.2932
137.46,138.6,19.374,17.908,7.5895,6.1439
167.46,172.6,19.119,17.672,7.4144,6.0144
137.46,138.6,19.306,17.861,7.7001,6.2298
137.46,138.6,19.072,17.64,7.5107,6.0889
137.46,138.6,18.84,17.423,7.3459,5.9667
137.46,138.6,18.612,17.212,7.2026,5.861
167.46,172.6,18.391,17.008,7.0784,5.7697
167.46,172.6,18.615,17.231,7.4081,6.0179
137.46,138.6,18.855,17.464,7.6947,6.2328
167.46,172.6,18.669,17.283,7.5059,6.0915
167.46,172.6,18.915,17.52,7.7799,6.2966
137.46,138.6,19.169,17.759,8.0188,6.4749
137.46,138.6,18.988,17.578,7.7886,6.3017
167.46,172.6,18.799,17.394,7.5878,6.1513
167.46,172.6,19.041,17.628,7.8512,6.3486
137.46,138.6,19.29,17.863,8.0811,6.5201
137.46,138.6,19.104,17.678,7.843,6.341
167.46,172.6,18.909,17.489,7.6352,6.1854
167.46,172.6,19.145,17.717,7.8925,6.3782
167.46,172.6,19.388,17.947,8.1172,6.5458
137.46,138.6,19.631,18.175,8.3138,6.6919
167.46,172.6,19.436,17.98,8.0464,6.4907
137.46,138.6,19.666,18.198,8.2518,6.6438
137.46,138.6,19.461,17.995,7.9922,6.4487
167.46,172.6,19.246,17.789,7.7654,6.279
137.46,138.6,19.462,17.999,8.0061,6.4595
167.46,172.6,19.249,17.793,7.7775,6.2884
137.46,138.6,19.466,18.004,8.0168,6.4677
167.46,172.6,19.254,17.799,7.7868,6.2955
137.46,138.6,19.472,18.011,8.0249,6.4739
167.46,172.6,19.26,17.805,7.7939,6.3009
137.46,138.6,19.478,18.017,8.031,6.4786
167.46,172.6,19.266,17.812,7.7993,6.305
167.46,172.6,19.485,18.023,8.0357,6.4821
137.46,138.6,19.708,18.236,8.2424,6.6363
137.46,138.6,19.497,18.029,7.984,6.4423
137.46,138.6,19.277,17.818,7.7582,6.2734
167.46,172.6,19.053,17.607,7.5613,6.1267
137.46,138.6,19.266,17.816,7.8281,6.3272
137.46,138.6,19.052,17.612,7.6222,6.1734
137.46,138.6,18.835,17.408,7.4429,6.04
137.46,138.6,18.62,17.208,7.2869,5.9244
137.46,138.6,18.409,17.013,7.1515,5.8245
137.46,138.6,18.203,16.824,7.034,5.7381
137.46,138.6,18.005,16.644,6.9323,5.6636
137.46,138.6,17.816,16.471,6.8443,5.5993
137.46,138.6,17.636,16.308,6.7682,5.5439
167.46,172.6,17.466,16.155,6.7025,5.4963
137.46,138.6,17.744,16.429,7.0824,5.7818
167.46,172.6,17.602,16.294,6.9742,5.7013
167.46,172.6,17.899,16.581,7.3177,5.9588
137.46,138.6,18.206,16.871,7.616,6.1815
137.46,138.6,18.08,16.743,7.4375,6.047
167.46,172.6,17.946,16.61,7.2822,5.9305
167.46,172.6,18.243,16.894,7.5852,6.1571
167.46,172.6,18.545,17.178,7.8489,6.3536
167.46,172.6,18.846,17.458,8.0791,6.5244
167.46,172.6,19.143,17.731,8.2804,6.6732
167.46,172.6,19.431,17.995,8.4567,6.8029
167.46,172.6,19.709,18.249,8.6113,6.9163
167.46,172.6,19.976,18.492,8.7471,7.0154
137.46,138.6,20.231,18.724,8.8665,7.1021
137.46,138.6,20.038,18.526,8.5312,6.8489
137.46,138.6,19.826,18.316,8.2369,6.6276
167.46,172.6,19.602,18.1,7.9792,6.4347
137.46,138.6,19.807,18.3,8.1929,6.595
167.46,172.6,19.579,18.081,7.9407,6.4063
137.46,138.6,19.782,18.279,8.1594,6.5703
167.46,172.6,19.553,18.059,7.9114,6.3847
167.46,172.6,19.754,18.257,8.1337,6.5515
167.46,172.6,19.961,18.455,8.3282,6.6968
167.46,172.6,20.169,18.652,8.4986,6.8236
167.46,172.6,20.376,18.845,8.6481,6.9343
167.46,172.6,20.578,19.033,8.7794,7.0311
167.46,172.6,20.774,19.215,8.8949,7.1159
137.46,138.6,20.964,19.389,8.9965,7.1902
167.46,172.6,20.71,19.138,8.6455,6.926
167.46,172.6,20.878,19.298,8.7771,7.0238
137.46,138.6,21.043,19.453,8.8929,7.1095
137.46,138.6,20.77,19.187,8.5544,6.8554
137.46,138.6,20.485,18.915,8.2572,6.6333
137.46,138.6,20.195,18.642,7.9969,6.4396
137.46,138.6,19.904,18.371,7.7695,6.2711
167.46,172.6,19.615,18.106,7.5711,6.1247
167.46,172.6,19.769,18.266,7.8367,6.3255
167.46,172.6,19.939,18.436,8.0684,6.5
167.46,172.6,20.119,18.611,8.271,6.6519
167.46,172.6,20.304,18.787,8.4485,6.7843
167.46,172.6,20.491,18.963,8.6041,6.9
137.46,138.6,20.676,19.136,8.7408,7.0011
137.46,138.6,20.423,18.886,8.4208,6.7606
167.46,172.6,20.158,18.631,8.1401,6.5506
137.46,138.6,20.324,18.794,8.3338,6.696
167.46,172.6,20.059,18.54,8.064,6.4943
167.46,172.6,20.226,18.704,8.2672,6.6469
167.46,172.6,20.4,18.871,8.4451,6.78
167.46,172.6,20.576,19.038,8.6012,6.8962
137.46,138.6,20.752,19.204,8.7382,6.9978
167.46,172.6,20.491,18.947,8.4185,6.7577
167.46,172.6,20.654,19.104,8.5778,6.8767
167.46,172.6,20.82,19.261,8.7177,6.9808
167.46,172.6,20.985,19.415,8.8406,7.0718
167.46,172.6,21.146,19.566,8.9487,7.1515
137.46,138.6,21.304,19.711,9.0439,7.2214
167.46,172.6,21.021,19.434,8.6872,6.9533
137.46,138.6,21.162,19.568,8.8138,7.0478
137.46,138.6,20.868,19.283,8.4848,6.8014
137.46,138.6,20.565,18.996,8.1963,6.5861
167.46,172.6,20.259,18.709,7.9436,6.3986
167.46,172.6,20.391,18.846,8.1619,6.5636
167.46,172.6,20.535,18.989,8.3529,6.7073
137.46,138.6,20.687,19.136,8.5202,6.8327
137.46,138.6,20.407,18.866,8.2273,6.6135
167.46,172.6,20.121,18.596,7.9708,6.4224
167.46,172.6,20.27,18.746,8.1856,6.5843
167.46,172.6,20.43,18.901,8.3737,6.7254
167.46,172.6,20.595,19.059,8.5385,6.8485
137.46,138.6,20.762,19.216,8.6831,6.9561
137.46,138.6,20.493,18.954,8.3701,6.7212
137.46,138.6,20.215,18.688,8.0958,6.5163
167.46,172.6,19.934,18.422,7.8558,6.3378
167.46,172.6,20.089,18.579,8.0851,6.5106
137.46,138.6,20.255,18.741,8.2857,6.6612
167.46,172.6,19.992,18.488,8.0219,6.4639
167.46,172.6,20.161,18.654,8.2303,6.6205
137.46,138.6,20.337,18.822,8.4128,6.7569
167.46,172.6,20.08,18.573,8.1331,6.5474
137.46,138.6,20.253,18.741,8.3277,6.6932
167.46,172.6,19.995,18.492,8.0586,6.4918
167.46,172.6,20.168,18.66,8.2625,6.6448
167.46,172.6,20.347,18.831,8.441,6.7781
137.46,138.6,20.528,19.002,8.5975,6.8946
167.46,172.6,20.273,18.752,8.2951,6.6675
167.46,172.6,20.445,18.917,8.4696,6.798
137.46,138.6,20.62,19.082,8.6226,6.912
167.46,172.6,20.358,18.827,8.3171,6.6827
137.46,138.6,20.524,18.987,8.4888,6.8112
137.46,138.6,20.257,18.729,8.1998,6.5947
167.46,172.6,19.983,18.469,7.9467,6.4061
137.46,138.6,20.144,18.629,8.1646,6.5701
137.46,138.6,19.878,18.376,7.9159,6.3846
137.46,138.6,19.61,18.124,7.6988,6.2233
137.46,138.6,19.344,17.876,7.5095,6.0832
167.46,172.6,19.083,17.635,7.3449,5.9619
167.46,172.6,19.266,17.821,7.6396,6.1842
137.46,138.6,19.465,18.017,7.8964,6.3772
137.46,138.6,19.238,17.799,7.6818,6.2168
167.46,172.6,19.009,17.582,7.4947,6.0776
137.46,138.6,19.218,17.788,7.7701,6.2846
137.46,138.6,19.002,17.581,7.5717,6.1365
137.46,138.6,18.785,17.376,7.3989,6.008
167.46,172.6,18.569,17.175,7.2487,5.8967
137.46,138.6,18.795,17.398,7.556,6.1278
137.46,138.6,18.598,17.21,7.3852,6.0005
167.46,172.6,18.401,17.024,7.2368,5.8902
167.46,172.6,18.644,17.261,7.5457,6.1222
167.46,172.6,18.898,17.504,7.8145,6.3233
137.46,138.6,19.157,17.748,8.0491,6.498
167.46,172.6,18.981,17.572,7.815,6.3219
137.46,138.6,19.232,17.809,8.0495,6.4968
167.46,172.6,19.048,17.626,7.8154,6.3208
137.46,138.6,19.291,17.858,8.0498,6.4959
137.46,138.6,19.101,17.67,7.8157,6.3201
167.46,172.6,18.903,17.479,7.6114,6.1672
167.46,172.6,19.137,17.706,7.8718,6.3624
137.46,138.6,19.378,17.935,8.0991,6.5321
137.46,138.6,19.185,17.745,7.8587,6.3515
167.46,172.6,18.983,17.55,7.6489,6.1945
137.46,138.6,19.213,17.774,7.9045,6.3861
167.46,172.6,19.014,17.581,7.6888,6.2246
167.46,172.6,19.246,17.805,7.9393,6.4122
137.46,138.6,19.483,18.03,8.1581,6.5754
137.46,138.6,19.286,17.836,7.9103,6.3893
137.46,138.6,19.079,17.637,7.6939,6.2273
137.46,138.6,18.869,17.438,7.5053,6.0867
137.46,138.6,18.658,17.241,7.3411,5.9649
167.46,172.6,18.449,17.047,7.1985,5.8595
137.46,138.6,18.682,17.278,7.5124,6.0955
167.46,172.6,18.491,17.098,7.3474,5.9725
137.46,138.6,18.738,17.338,7.6418,6.1935
167.46,172.6,18.557,17.165,7.4599,6.0574
137.46,138.6,18.81,17.409,7.7398,6.2671
137.46,138.6,18.634,17.237,7.5452,6.1212
137.46,138.6,18.453,17.064,7.3759,5.9948
167.46,172.6,18.271,16.893,7.2287,5.8853
137.46,138.6,18.526,17.142,7.5387,6.1179
167.46,172.6,18.356,16.978,7.3702,5.9919
167.46,172.6,18.62,17.233,7.6617,6.2103
167.46,172.6,18.89,17.49,7.9156,6.3998
167.46,172.6,19.163,17.745,8.1374,6.5646
137.46,138.6,19.432,17.994,8.3314,6.7082
137.46,138.6,19.261,17.82,8.0619,6.5049
137.46,138.6,19.075,17.637,7.8262,6.3279
137.46,138.6,18.881,17.45,7.6206,6.174
137.46,138.6,18.683,17.263,7.4414,6.0405
137.46,138.6,18.484,17.077,7.2857,5.9249
167.46,172.6,18.287,16.895,7.1504,5.8248
167.46,172.6,18.531,17.137,7.4706,6.0656
137.46,138.6,18.788,17.385,7.7491,6.2742
137.46,138.6,18.615,17.217,7.5533,6.1274
137.46,138.6,18.437,17.047,7.3829,6.0001
167.46,172.6,18.258,16.877,7.2348,5.8899
167.46,172.6,18.515,17.129,7.544,6.1219
167.46,172.6,18.783,17.385,7.813,6.323
137.46,138.6,19.054,17.641,8.0477,6.4978
167.46,172.6,18.889,17.475,7.8139,6.3217
167.46,172.6,19.149,17.722,8.0485,6.4967
167.46,172.6,19.41,17.965,8.2536,6.649
167.46,172.6,19.667,18.204,8.4332,6.7818
167.46,172.6,19.918,18.435,8.5907,6.8978
137.46,138.6,20.161,18.658,8.729,6.9992
167.46,172.6,19.959,18.454,8.4104,6.7589
137.46,138.6,20.177,18.659,8.5707,6.8778
167.46,172.6,19.955,18.44,8.2715,6.6529
167.46,172.6,20.157,18.633,8.4489,6.7852
137.46,138.6,20.359,18.823,8.6045,6.9008
167.46,172.6,20.123,18.592,8.3012,6.6729
167.46,172.6,20.311,18.773,8.4749,6.8027
137.46,138.6,20.5,18.952,8.6273,6.9161
137.46,138.6,20.251,18.71,8.3212,6.6863
167.46,172.6,19.993,18.463,8.0529,6.4858
167.46,172.6,20.165,18.633,8.2575,6.6395
167.46,172.6,20.344,18.806,8.4366,6.7736
167.46,172.6,20.525,18.979,8.5937,6.8906
137.46,138.6,20.706,19.149,8.7317,6.9929
137.46,138.6,20.448,18.897,8.4127,6.7534
137.46,138.6,20.18,18.641,8.1331,6.5443
137.46,138.6,19.906,18.383,7.8884,6.3621
167.46,172.6,19.632,18.128,7.6748,6.2038
137.46,138.6,19.797,18.296,7.9271,6.3941
137.46,138.6,19.539,18.053,7.7085,6.2316
167.46,172.6,19.281,17.813,7.518,6.0904
137.46,138.6,19.464,17.998,7.7904,6.2957
167.46,172.6,19.225,17.772,7.5893,6.1461
137.46,138.6,19.422,17.967,7.8526,6.344
167.46,172.6,19.194,17.75,7.6435,6.1881
167.46,172.6,19.402,17.953,7.8998,6.3805
167.46,172.6,19.618,18.16,8.1236,6.5478
137.46,138.6,19.838,18.368,8.3193,6.6936
167.46,172.6,19.622,18.155,8.0513,6.4921
167.46,172.6,19.833,18.356,8.2561,6.6451
167.46,172.6,20.046,18.556,8.4354,6.7784
137.46,138.6,20.258,18.753,8.5926,6.8948
137.46,138.6,20.03,18.527,8.2907,6.6677
167.46,172.6,19.791,18.296,8.0263,6.4696
137.46,138.6,19.981,18.48,8.2342,6.6254
137.46,138.6,19.741,18.248,7.9768,6.4328
137.46,138.6,19.494,18.015,7.7519,6.2651
137.46,138.6,19.247,17.783,7.5558,6.1196
137.46,138.6,19.002,17.556,7.3851,5.9933
167.46,172.6,18.761,17.335,7.2367,5.884
167.46,172.6,18.965,17.541,7.5456,6.1168
137.46,138.6,19.185,17.755,7.8144,6.3186
137.46,138.6,18.978,17.556,7.6103,6.166
167.46,172.6,18.768,17.357,7.4325,6.0336
167.46,172.6,18.995,17.579,7.7159,6.2464
137.46,138.6,19.232,17.806,7.963,6.4312
167.46,172.6,19.038,17.616,7.7398,6.2638
137.46,138.6,19.273,17.841,7.9838,6.4463
137.46,138.6,19.077,17.649,7.7581,6.2769
167.46,172.6,18.875,17.455,7.5612,6.1297
167.46,172.6,19.106,17.68,7.828,6.3298
167.46,172.6,19.345,17.907,8.0608,6.5037
167.46,172.6,19.586,18.134,8.2644,6.6552
137.46,138.6,19.826,18.357,8.4427,6.7872
167.46,172.6,19.626,18.156,8.1593,6.5738
137.46,138.6,19.849,18.367,8.3506,6.7162
167.46,172.6,19.636,18.157,8.0787,6.5119
137.46,138.6,19.849,18.36,8.28,6.6623
167.46,172.6,19.627,18.144,8.0169,6.4649
137.46,138.6,19.834,18.343,8.226,6.6213
137.46,138.6,19.607,18.124,7.9696,6.4292
137.46,138.6,19.374,17.902,7.7457,6.262
167.46,172.6,19.139,17.681,7.5504,6.1168
137.46,138.6,19.341,17.882,7.8186,6.3186
167.46,172.6,19.117,17.67,7.6139,6.166
167.46,172.6,19.329,17.878,7.874,6.3613
167.46,172.6,19.55,18.09,8.101,6.5311
137.46,138.6,19.774,18.302,8.2996,6.679
137.46,138.6,19.563,18.094,8.034,6.4795
137.46,138.6,19.342,17.881,7.8019,6.3058
137.46,138.6,19.117,17.668,7.5993,6.1548
137.46,138.6,18.891,17.456,7.4229,6.0239
137.46,138.6,18.667,17.249,7.2696,5.9105
137.46,138.6,18.448,17.048,7.1365,5.8124
167.46,172.6,18.237,16.854,7.021,5.7277
167.46,172.6,18.47,17.088,7.3583,5.9816
137.46,138.6,18.72,17.33,7.6513,6.2013
137.46,138.6,18.543,17.158,7.4682,6.0642
137.46,138.6,18.362,16.986,7.3089,5.9454
167.46,172.6,18.181,16.816,7.1706,5.8426
167.46,172.6,18.439,17.068,7.4881,6.0809
137.46,138.6,18.708,17.325,7.7644,6.2875
167.46,172.6,18.546,17.164,7.5667,6.1389
167.46,172.6,18.813,17.419,7.8328,6.3378
167.46,172.6,19.084,17.673,8.065,6.5107
167.46,172.6,19.353,17.923,8.2681,6.6612
167.46,172.6,19.618,18.167,8.4459,6.7925
167.46,172.6,19.875,18.403,8.6018,6.9071
137.46,138.6,20.124,18.631,8.7388,7.0074
167.46,172.6,19.927,18.43,8.419,6.7661
137.46,138.6,20.149,18.638,8.5783,6.884
167.46,172.6,19.932,18.422,8.2781,6.6583
167.46,172.6,20.137,18.617,8.4547,6.7899
137.46,138.6,20.341,18.81,8.6096,6.9049
167.46,172.6,20.107,18.58,8.3056,6.6765
137.46,138.6,20.298,18.762,8.4788,6.8059
137.46,138.6,20.053,18.525,8.191,6.5901
167.46,172.6,19.799,18.284,7.939,6.402
167.46,172.6,19.979,18.462,8.1579,6.5665
167.46,172.6,20.165,18.642,8.3493,6.7099
167.46,172.6,20.354,18.823,8.5172,6.835
167.46,172.6,20.544,19.001,8.6644,6.9443
137.46,138.6,20.73,19.176,8.7938,7.0399
137.46,138.6,20.477,18.927,8.4673,6.7945
137.46,138.6,20.213,18.672,8.1809,6.5801
137.46,138.6,19.942,18.416,7.9302,6.3933
167.46,172.6,19.669,18.161,7.7112,6.2309
137.46,138.6,19.834,18.33,7.9589,6.4177
137.46,138.6,19.576,18.086,7.7363,6.252
137.46,138.6,19.318,17.846,7.5422,6.1082
167.46,172.6,19.063,17.611,7.3732,5.9835
137.46,138.6,19.252,17.802,7.6643,6.203
167.46,172.6,19.019,17.584,7.4795,6.0656
167.46,172.6,19.225,17.788,7.7569,6.2742
167.46,172.6,19.443,17.998,7.9987,6.4553
167.46,172.6,19.666,18.209,8.2101,6.613
137.46,138.6,19.891,18.42,8.3951,6.7504
167.46,172.6,19.679,18.209,8.1176,6.5417
167.46,172.6,19.892,18.411,8.3141,6.6882
167.46,172.6,20.105,18.611,8.4862,6.8161
137.46,138.6,20.317,18.807,8.6373,6.9278
137.46,138.6,20.089,18.58,8.3299,6.6965
167.46,172.6,19.848,18.347,8.0606,6.4947
167.46,172.6,20.036,18.53,8.2642,6.6473
137.46,138.6,20.229,18.714,8.4425,6.7803
137.46,138.6,19.987,18.478,8.1591,6.5678
137.46,138.6,19.737,18.239,7.9112,6.3826
167.46,172.6,19.483,18,7.6947,6.2215
167.46,172.6,19.666,18.183,7.9444,6.4096
167.46,172.6,19.86,18.371,8.1626,6.5731
137.46,138.6,20.059,18.561,8.3535,6.7157
137.46,138.6,19.824,18.332,8.0812,6.5114
167.46,172.6,19.582,18.1,7.8431,6.3335
167.46,172.6,19.772,18.287,8.074,6.5069
137.46,138.6,19.97,18.477,8.2759,6.6579
167.46,172.6,19.735,18.249,8.0133,6.4611
137.46,138.6,19.93,18.437,8.2228,6.618
167.46,172.6,19.693,18.208,7.9669,6.4263
137.46,138.6,19.887,18.396,8.1822,6.5877
167.46,172.6,19.65,18.168,7.9314,6.3999
167.46,172.6,19.844,18.356,8.1512,6.5647
137.46,138.6,20.043,18.547,8.3435,6.7083
167.46,172.6,19.809,18.318,8.0724,6.505
167.46,172.6,20.003,18.505,8.2746,6.6563
137.46,138.6,20.2,18.692,8.4516,6.7882
167.46,172.6,19.962,18.459,8.1671,6.5746
137.46,138.6,20.151,18.641,8.3574,6.717
167.46,172.6,19.908,18.405,8.0847,6.5125
137.46,138.6,20.093,18.584,8.2853,6.6628
137.46,138.6,19.846,18.346,8.0215,6.4654
137.46,138.6,19.594,18.108,7.7909,6.2935
137.46,138.6,19.341,17.87,7.5898,6.1441
137.46,138.6,19.09,17.638,7.4147,6.0146
137.46,138.6,18.844,17.411,7.2624,5.9025
167.46,172.6,18.605,17.193,7.1302,5.8055
137.46,138.6,18.813,17.403,7.4531,6.0488
137.46,138.6,18.601,17.204,7.2958,5.9321
167.46,172.6,18.393,17.01,7.1592,5.8311
137.46,138.6,18.626,17.241,7.4782,6.071
137.46,138.6,18.438,17.062,7.3176,5.9512
137.46,138.6,18.25,16.885,7.1781,5.8476
137.46,138.6,18.065,16.712,7.0571,5.7581
137.46,138.6,17.885,16.545,6.9523,5.6808
167.46,172.6,17.711,16.385,6.8616,5.6142
167.46,172.6,17.982,16.652,7.2201,5.8835
167.46,172.6,18.268,16.925,7.5312,6.1164
167.46,172.6,18.561,17.201,7.8019,6.3182
167.46,172.6,18.855,17.474,8.038,6.4937
137.46,138.6,19.145,17.742,8.2444,6.6464
137.46,138.6,18.994,17.584,7.9858,6.451
167.46,172.6,18.828,17.418,7.7597,6.281
137.46,138.6,19.088,17.665,8.0012,6.4613
137.46,138.6,18.914,17.493,7.7732,6.2899
167.46,172.6,18.73,17.315,7.5744,6.1411
167.46,172.6,18.979,17.555,7.8395,6.3397
167.46,172.6,19.232,17.796,8.0709,6.5123
167.46,172.6,19.487,18.035,8.2732,6.6626
137.46,138.6,19.738,18.268,8.4504,6.7937
167.46,172.6,19.548,18.077,8.1661,6.5795
167.46,172.6,19.78,18.296,8.3565,6.7212
167.46,172.6,20.01,18.511,8.5235,6.8448
167.46,172.6,20.236,18.721,8.6699,6.9529
137.46,138.6,20.455,18.923,8.7986,7.0474
167.46,172.6,20.231,18.699,8.4716,6.8011
137.46,138.6,20.428,18.885,8.6244,6.9146
137.46,138.6,20.187,18.649,8.3186,6.685
167.46,172.6,19.934,18.408,8.0507,6.4847
137.46,138.6,20.113,18.584,8.2555,6.6385
167.46,172.6,19.861,18.343,7.9955,6.4442
167.46,172.6,20.04,18.52,8.2072,6.6033
167.46,172.6,20.226,18.7,8.3926,6.742
137.46,138.6,20.414,18.878,8.5551,6.863
137.46,138.6,20.166,18.637,8.2578,6.6399
167.46,172.6,19.909,18.391,7.9975,6.4454
167.46,172.6,20.083,18.564,8.209,6.6043
167.46,172.6,20.265,18.739,8.3941,6.7429
137.46,138.6,20.449,18.914,8.5564,6.8638
137.46,138.6,20.198,18.67,8.259,6.6406
137.46,138.6,19.937,18.421,7.9985,6.446
167.46,172.6,19.673,18.172,7.7709,6.2766
137.46,138.6,19.845,18.345,8.0109,6.4575
137.46,138.6,19.592,18.105,7.7817,6.2866
137.46,138.6,19.338,17.868,7.5818,6.1382
167.46,172.6,19.086,17.634,7.4077,6.0095
167.46,172.6,19.276,17.826,7.6943,6.2255
137.46,138.6,19.481,18.027,7.9441,6.413
167.46,172.6,19.258,17.812,7.7234,6.248
137.46,138.6,19.468,18.017,7.9695,6.4326
167.46,172.6,19.25,17.806,7.7455,6.265
167.46,172.6,19.464,18.013,7.9888,6.4473
137.46,138.6,19.684,18.222,8.2014,6.606
167.46,172.6,19.47,18.013,7.9481,6.4159
167.46,172.6,19.685,18.218,8.1658,6.5786
