U1,U2,H1,H2,H3,H4
137.46,138.6,17.992,16.664,7.4488,6.0569
137.46,138.6,17.869,16.541,7.292,5.939
167.46,172.6,17.74,16.415,7.1559,5.8371
167.46,172.6,18.045,16.707,7.4754,6.0762
167.46,172.6,18.355,16.999,7.7533,6.2834
167.46,172.6,18.665,17.288,7.9956,6.4633
167.46,172.6,18.971,17.571,8.2073,6.6199
167.46,172.6,19.269,17.844,8.3927,6.7565
167.46,172.6,19.557,18.108,8.5551,6.8757
137.46,138.6,19.833,18.359,8.6978,6.9799
167.46,172.6,19.662,18.182,8.383,6.742
137.46,138.6,19.908,18.411,8.5467,6.863
167.46,172.6,19.712,18.214,8.2504,6.6399
137.46,138.6,19.937,18.427,8.4304,6.7739
137.46,138.6,19.724,18.218,8.1486,6.5622
167.46,172.6,19.5,18.004,7.902,6.3777
137.46,138.6,19.706,18.206,8.1255,6.5454
167.46,172.6,19.481,17.99,7.8818,6.3631
167.46,172.6,19.687,18.191,8.1078,6.5327
167.46,172.6,19.897,18.394,8.3055,6.6804
167.46,172.6,20.109,18.595,8.4787,6.8092
167.46,172.6,20.32,18.792,8.6307,6.9218
167.46,172.6,20.526,18.983,8.7641,7.0202
137.46,138.6,20.726,19.168,8.8814,7.1063
137.46,138.6,20.483,18.928,8.5443,6.8526
137.46,138.6,20.227,18.681,8.2484,6.6308
137.46,138.6,19.962,18.43,7.9892,6.4375
137.46,138.6,19.694,18.179,7.7628,6.2692
167.46,172.6,19.427,17.932,7.5653,6.1231
137.46,138.6,19.6,18.109,7.8316,6.3241
137.46,138.6,19.351,17.876,7.6252,6.1707
137.46,138.6,19.103,17.646,7.4455,6.0377
167.46,172.6,18.86,17.422,7.2892,5.9224
167.46,172.6,19.059,17.624,7.5912,6.1501
167.46,172.6,19.275,17.834,7.8542,6.3475
167.46,172.6,19.499,18.049,8.0837,6.5191
167.46,172.6,19.726,18.263,8.2844,6.6685
137.46,138.6,19.954,18.475,8.4602,6.7989
167.46,172.6,19.743,18.265,8.1747,6.584
167.46,172.6,19.955,18.466,8.3641,6.7251
167.46,172.6,20.168,18.666,8.5301,6.8483
167.46,172.6,20.378,18.861,8.6758,6.9559
137.46,138.6,20.583,19.05,8.8037,7.05
137.46,138.6,20.347,18.814,8.476,6.8033
167.46,172.6,20.097,18.572,8.1885,6.5879
167.46,172.6,20.274,18.744,8.3762,6.7285
137.46,138.6,20.455,18.917,8.5407,6.8512
167.46,172.6,20.202,18.671,8.2452,6.6297
167.46,172.6,20.375,18.839,8.4259,6.765
167.46,172.6,20.552,19.007,8.5843,6.8831
167.46,172.6,20.728,19.174,8.7234,6.9863
137.46,138.6,20.903,19.337,8.8456,7.0767
137.46,138.6,20.638,19.077,8.5128,6.8267
167.46,172.6,20.362,18.812,8.2208,6.6082
167.46,172.6,20.516,18.964,8.4044,6.7462
167.46,172.6,20.676,19.119,8.5655,6.8667
137.46,138.6,20.838,19.273,8.7069,6.972
167.46,172.6,20.564,19.007,8.391,6.7352
137.46,138.6,20.717,19.155,8.5537,6.8571
167.46,172.6,20.438,18.887,8.2566,6.6347
137.46,138.6,20.588,19.035,8.4358,6.7694
137.46,138.6,20.308,18.767,8.1533,6.5583
167.46,172.6,20.024,18.499,7.9061,6.3743
167.46,172.6,20.176,18.652,8.1291,6.5424
167.46,172.6,20.338,18.812,8.3241,6.6889
137.46,138.6,20.507,18.974,8.495,6.8166
167.46,172.6,20.242,18.717,8.2052,6.5995
137.46,138.6,20.407,18.877,8.3908,6.7386
167.46,172.6,20.14,18.621,8.1139,6.5314
167.46,172.6,20.305,18.782,8.3108,6.6793
137.46,138.6,20.475,18.945,8.4834,6.8083
137.46,138.6,20.213,18.691,8.195,6.5922
137.46,138.6,19.943,18.434,7.9425,6.4038
137.46,138.6,19.671,18.179,7.722,6.24
137.46,138.6,19.402,17.928,7.5297,6.0977
167.46,172.6,19.137,17.684,7.3624,5.9744
137.46,138.6,19.316,17.867,7.6549,6.1951
167.46,172.6,19.075,17.641,7.4713,6.0588
167.46,172.6,19.274,17.838,7.7497,6.2683
137.46,138.6,19.486,18.043,7.9925,6.4502
137.46,138.6,19.268,17.831,7.7656,6.2803
137.46,138.6,19.047,17.62,7.5677,6.1327
137.46,138.6,18.824,17.41,7.3955,6.0047
167.46,172.6,18.604,17.205,7.2457,5.8939
137.46,138.6,18.826,17.425,7.5534,6.1254
167.46,172.6,18.625,17.234,7.383,5.9984
167.46,172.6,18.861,17.464,7.6728,6.2159
167.46,172.6,19.108,17.698,7.9254,6.4046
167.46,172.6,19.358,17.933,8.1459,6.5688
137.46,138.6,19.608,18.165,8.3389,6.7119
137.46,138.6,19.418,17.974,8.0684,6.5081
137.46,138.6,19.217,17.777,7.8319,6.3307
167.46,172.6,19.009,17.577,7.6255,6.1764
137.46,138.6,19.234,17.795,7.8841,6.3704
167.46,172.6,19.03,17.598,7.6711,6.2109
167.46,172.6,19.258,17.819,7.9238,6.4004
167.46,172.6,19.492,18.042,8.1446,6.5651
137.46,138.6,19.727,18.262,8.3377,6.7087
137.46,138.6,19.526,18.062,8.0674,6.5053
137.46,138.6,19.313,17.855,7.831,6.3282
167.46,172.6,19.094,17.647,7.6247,6.1743
167.46,172.6,19.31,17.859,7.8834,6.3685
167.46,172.6,19.534,18.073,8.1093,6.5374
137.46,138.6,19.761,18.288,8.3068,6.6845
167.46,172.6,19.552,18.081,8.0403,6.4843
167.46,172.6,19.769,18.289,8.2465,6.6382
137.46,138.6,19.987,18.495,8.427,6.7724
137.46,138.6,19.769,18.279,8.1455,6.5609
137.46,138.6,19.54,18.058,7.8993,6.3766
167.46,172.6,19.305,17.836,7.6843,6.2163
167.46,172.6,19.506,18.034,7.9354,6.405
137.46,138.6,19.715,18.236,8.1547,6.5692
167.46,172.6,19.493,18.021,7.9073,6.3838
167.46,172.6,19.7,18.222,8.1301,6.5507
137.46,138.6,19.912,18.424,8.325,6.6961
167.46,172.6,19.689,18.205,8.0563,6.4943
167.46,172.6,19.894,18.402,8.2604,6.647
137.46,138.6,20.101,18.598,8.4392,6.7801
137.46,138.6,19.872,18.373,8.1563,6.5676
167.46,172.6,19.633,18.144,7.9087,6.3824
137.46,138.6,19.826,18.333,8.1313,6.5495
167.46,172.6,19.59,18.106,7.8869,6.3666
167.46,172.6,19.784,18.296,8.1123,6.5358
137.46,138.6,19.986,18.489,8.3094,6.6831
167.46,172.6,19.753,18.263,8.0427,6.483
137.46,138.6,19.949,18.452,8.2485,6.6371
137.46,138.6,19.714,18.224,7.9893,6.4429
167.46,172.6,19.472,17.994,7.7629,6.274
137.46,138.6,19.664,18.184,8.0039,6.4552
137.46,138.6,19.429,17.96,7.7756,6.2846
167.46,172.6,19.191,17.736,7.5765,6.1364
137.46,138.6,19.391,17.934,7.8413,6.3357
167.46,172.6,19.165,17.719,7.6337,6.1808
137.46,138.6,19.374,17.924,7.8913,6.3742
137.46,138.6,19.156,17.715,7.6773,6.2142
137.46,138.6,18.936,17.506,7.4908,6.0754
167.46,172.6,18.716,17.301,7.3286,5.9551
137.46,138.6,18.935,17.519,7.6255,6.1783
137.46,138.6,18.732,17.325,7.4457,6.0443
137.46,138.6,18.528,17.134,7.2894,5.9281
167.46,172.6,18.327,16.946,7.1536,5.8277
137.46,138.6,18.567,17.183,7.4734,6.068
137.46,138.6,18.384,17.009,7.3134,5.9487
167.46,172.6,18.202,16.837,7.1745,5.8454
137.46,138.6,18.458,17.087,7.4915,6.0834
137.46,138.6,18.289,16.925,7.3292,5.962
137.46,138.6,18.119,16.763,7.1882,5.857
137.46,138.6,17.95,16.604,7.0658,5.7661
167.46,172.6,17.783,16.449,6.9599,5.6878
167.46,172.6,18.058,16.718,7.3053,5.9471
137.46,138.6,18.346,16.993,7.6052,6.1714
137.46,138.6,18.204,16.851,7.4281,6.0383
167.46,172.6,18.055,16.706,7.274,5.9229
167.46,172.6,18.34,16.98,7.578,6.1505
137.46,138.6,18.63,17.254,7.8427,6.3479
137.46,138.6,18.486,17.108,7.6349,6.1914
167.46,172.6,18.332,16.957,7.4539,6.0556
137.46,138.6,18.609,17.222,7.7346,6.2655
137.46,138.6,18.453,17.068,7.5407,6.1199
167.46,172.6,18.291,16.912,7.372,5.9936
167.46,172.6,18.562,17.174,7.6632,6.2117
167.46,172.6,18.839,17.437,7.917,6.4011
137.46,138.6,19.117,17.697,8.1386,6.5657
167.46,172.6,18.956,17.534,7.8932,6.3808
137.46,138.6,19.219,17.782,8.1178,6.5481
167.46,172.6,19.044,17.608,7.8751,6.3654
137.46,138.6,19.295,17.847,8.102,6.5347
167.46,172.6,19.111,17.665,7.8612,6.3538
137.46,138.6,19.353,17.897,8.0899,6.5246
167.46,172.6,19.161,17.709,7.8507,6.345
137.46,138.6,19.397,17.936,8.0806,6.5169
137.46,138.6,19.199,17.743,7.8426,6.3383
167.46,172.6,18.994,17.547,7.6348,6.1831
137.46,138.6,19.222,17.77,7.8922,6.3762
167.46,172.6,19.02,17.576,7.6781,6.216
167.46,172.6,19.25,17.8,7.93,6.4047
137.46,138.6,19.486,18.024,8.15,6.5689
137.46,138.6,19.287,17.83,7.9032,6.3836
137.46,138.6,19.08,17.631,7.6877,6.2224
137.46,138.6,18.868,17.432,7.4998,6.0825
137.46,138.6,18.657,17.234,7.3364,5.9612
137.46,138.6,18.447,17.041,7.1945,5.8562
137.46,138.6,18.243,16.854,7.0713,5.7655
137.46,138.6,18.045,16.674,6.9646,5.6872
137.46,138.6,17.856,16.502,6.8722,5.6197
167.46,172.6,17.675,16.338,6.7923,5.5615
137.46,138.6,17.941,16.603,7.1601,5.8381
137.46,138.6,17.788,16.457,7.0415,5.7498
137.46,138.6,17.636,16.315,6.9388,5.6737
167.46,172.6,17.488,16.178,6.8499,5.608
137.46,138.6,17.782,16.464,7.21,5.8782
167.46,172.6,17.652,16.338,7.0848,5.7845
167.46,172.6,17.957,16.631,7.4136,6.0307
167.46,172.6,18.27,16.926,7.6995,6.2439
167.46,172.6,18.583,17.217,7.9486,6.429
167.46,172.6,18.892,17.503,8.1663,6.5901
167.46,172.6,19.193,17.779,8.3567,6.7304
167.46,172.6,19.485,18.046,8.5236,6.8529
167.46,172.6,19.765,18.301,8.6701,6.96
137.46,138.6,20.033,18.544,8.7987,7.0536
137.46,138.6,19.853,18.358,8.4716,6.8065
167.46,172.6,19.654,18.159,8.1847,6.5906
167.46,172.6,19.877,18.372,8.3728,6.7309
137.46,138.6,20.099,18.581,8.5378,6.8533
137.46,138.6,19.882,18.367,8.2426,6.6315
137.46,138.6,19.652,18.146,7.9842,6.438
167.46,172.6,19.416,17.923,7.7584,6.2697
167.46,172.6,19.614,18.12,8,6.4515
167.46,172.6,19.82,18.319,8.2112,6.6096
167.46,172.6,20.029,18.519,8.3961,6.7475
167.46,172.6,20.238,18.716,8.5581,6.8678
167.46,172.6,20.444,18.908,8.7004,6.973
167.46,172.6,20.645,19.095,8.8254,7.065
137.46,138.6,20.84,19.274,8.9354,7.1455
167.46,172.6,20.592,19.029,8.5917,6.8869
137.46,138.6,20.765,19.194,8.7299,6.9897
167.46,172.6,20.502,18.938,8.4112,6.7506
137.46,138.6,20.663,19.095,8.5714,6.8705
167.46,172.6,20.392,18.834,8.2721,6.6465
167.46,172.6,20.549,18.988,8.4494,6.7796
137.46,138.6,20.71,19.144,8.605,6.8959
167.46,172.6,20.438,18.881,8.3016,6.6687
167.46,172.6,20.593,19.034,8.4753,6.799
167.46,172.6,20.753,19.188,8.6276,6.9128
167.46,172.6,20.914,19.341,8.7614,7.0124
167.46,172.6,21.074,19.491,8.8791,7.0995
167.46,172.6,21.231,19.638,8.9826,7.1758
137.46,138.6,21.384,19.78,9.0738,7.2426
137.46,138.6,21.097,19.498,8.7134,6.9719
137.46,138.6,20.797,19.211,8.3967,6.735
137.46,138.6,20.491,18.922,8.1191,6.5283
137.46,138.6,20.184,18.635,7.8762,6.3482
137.46,138.6,19.879,18.354,7.6641,6.1917
167.46,172.6,19.581,18.08,7.4793,6.0558
137.46,138.6,19.727,18.234,7.7567,6.2657
137.46,138.6,19.456,17.981,7.56,6.1201
167.46,172.6,19.189,17.735,7.3887,5.9938
167.46,172.6,19.366,17.915,7.6778,6.2119
167.46,172.6,19.559,18.105,7.9297,6.4012
167.46,172.6,19.762,18.299,8.1497,6.5658
167.46,172.6,19.97,18.496,8.3422,6.7093
137.46,138.6,20.179,18.69,8.5109,6.8345
167.46,172.6,19.95,18.463,8.2191,6.615
167.46,172.6,20.147,18.649,8.403,6.7522
167.46,172.6,20.344,18.834,8.5642,6.8719
167.46,172.6,20.54,19.016,8.7057,6.9766
167.46,172.6,20.732,19.193,8.8301,7.0681
137.46,138.6,20.918,19.364,8.9395,7.1483
137.46,138.6,20.663,19.11,8.5953,6.8893
167.46,172.6,20.394,18.85,8.2931,6.6629
137.46,138.6,20.553,19.005,8.4678,6.794
167.46,172.6,20.281,18.743,8.1814,6.5797
167.46,172.6,20.438,18.898,8.3699,6.7214
167.46,172.6,20.602,19.055,8.5352,6.845
167.46,172.6,20.768,19.213,8.6802,6.953
137.46,138.6,20.934,19.368,8.8077,7.0475
137.46,138.6,20.662,19.102,8.4795,6.8012
167.46,172.6,20.379,18.832,8.1916,6.586
167.46,172.6,20.528,18.979,8.3789,6.7268
167.46,172.6,20.684,19.13,8.5431,6.8498
167.46,172.6,20.842,19.281,8.6872,6.9572
137.46,138.6,21.001,19.43,8.8138,7.0512
167.46,172.6,20.723,19.159,8.4848,6.8044
137.46,138.6,20.87,19.302,8.636,6.9175
137.46,138.6,20.585,19.026,8.3288,6.6875
137.46,138.6,20.293,18.749,8.0596,6.4869
167.46,172.6,19.999,18.474,7.8242,6.3122
167.46,172.6,20.144,18.622,8.0575,6.4884
167.46,172.6,20.301,18.778,8.2615,6.6418
137.46,138.6,20.466,18.937,8.4402,6.7755
167.46,172.6,20.199,18.679,8.1571,6.5636
137.46,138.6,20.363,18.839,8.3487,6.7073
167.46,172.6,20.096,18.582,8.077,6.5042
167.46,172.6,20.26,18.743,8.2785,6.6555
167.46,172.6,20.432,18.908,8.4551,6.7875
137.46,138.6,20.606,19.072,8.6099,6.9028
137.46,138.6,20.344,18.817,8.3059,6.6747
137.46,138.6,20.074,18.558,8.0396,6.4757
167.46,172.6,19.801,18.3,7.8067,6.3025
167.46,172.6,19.964,18.464,8.0422,6.4799
137.46,138.6,20.138,18.634,8.2481,6.6344
167.46,172.6,19.883,18.388,7.989,6.4406
167.46,172.6,20.059,18.56,8.2016,6.6001
137.46,138.6,20.242,18.735,8.3876,6.7392
137.46,138.6,19.992,18.492,8.1111,6.5319
137.46,138.6,19.736,18.248,7.8692,6.3514
137.46,138.6,19.477,18.004,7.658,6.1944
167.46,172.6,19.22,17.765,7.474,6.0582
167.46,172.6,19.404,17.95,7.7521,6.2678
137.46,138.6,19.602,18.143,7.9946,6.4498
167.46,172.6,19.373,17.922,7.7674,6.2799
167.46,172.6,19.576,18.12,8.0079,6.4603
137.46,138.6,19.787,18.32,8.2181,6.6173
167.46,172.6,19.564,18.103,7.9628,6.4257
137.46,138.6,19.771,18.301,8.1786,6.5872
137.46,138.6,19.546,18.081,7.9282,6.3995
167.46,172.6,19.314,17.86,7.7095,6.2362
137.46,138.6,19.517,18.058,7.9574,6.4223
167.46,172.6,19.292,17.842,7.735,6.2561
167.46,172.6,19.5,18.044,7.9796,6.4396
167.46,172.6,19.715,18.25,8.1933,6.5993
137.46,138.6,19.933,18.455,8.3804,6.7384
167.46,172.6,19.714,18.239,8.1048,6.5313
137.46,138.6,19.922,18.436,8.3029,6.6791
137.46,138.6,19.696,18.215,8.0369,6.4796
167.46,172.6,19.461,17.991,7.8044,6.3058
137.46,138.6,19.66,18.185,8.0402,6.4829
137.46,138.6,19.43,17.964,7.8073,6.3087
137.46,138.6,19.196,17.742,7.6041,6.1574
167.46,172.6,18.962,17.524,7.4271,6.0261
137.46,138.6,19.167,17.729,7.7112,6.2399
137.46,138.6,18.95,17.522,7.5203,6.0977
137.46,138.6,18.732,17.318,7.3542,5.9744
167.46,172.6,18.517,17.118,7.2099,5.8676
167.46,172.6,18.743,17.343,7.5223,6.1026
137.46,138.6,18.984,17.576,7.7941,6.3063
137.46,138.6,18.796,17.392,7.5926,6.1553
137.46,138.6,18.603,17.208,7.4171,6.0243
167.46,172.6,18.41,17.026,7.2645,5.9108
137.46,138.6,18.655,17.266,7.5698,6.14
137.46,138.6,18.474,17.092,7.3972,6.0111
167.46,172.6,18.292,16.92,7.2472,5.8994
167.46,172.6,18.548,17.169,7.5547,6.1301
137.46,138.6,18.813,17.422,7.8224,6.3302
137.46,138.6,18.647,17.257,7.6172,6.176
167.46,172.6,18.473,17.089,7.4385,6.0422
167.46,172.6,18.733,17.339,7.7212,6.2539
137.46,138.6,18.998,17.59,7.9676,6.4377
167.46,172.6,18.83,17.422,7.7439,6.2694
137.46,138.6,19.088,17.667,7.9874,6.4512
167.46,172.6,18.912,17.493,7.7611,6.2812
167.46,172.6,19.163,17.733,8.0024,6.4614
137.46,138.6,19.417,17.971,8.2133,6.6183
137.46,138.6,19.233,17.788,7.9586,6.4266
167.46,172.6,19.038,17.599,7.736,6.2597
137.46,138.6,19.273,17.825,7.9805,6.4428
167.46,172.6,19.077,17.634,7.7551,6.2738
137.46,138.6,19.31,17.859,7.9972,6.455
167.46,172.6,19.111,17.667,7.7697,6.2845
137.46,138.6,19.343,17.89,8.01,6.4643
167.46,172.6,19.142,17.695,7.7809,6.2926
137.46,138.6,19.372,17.917,8.0197,6.4713
137.46,138.6,19.169,17.72,7.7893,6.2987
137.46,138.6,18.961,17.522,7.5884,6.1486
137.46,138.6,18.75,17.324,7.4135,6.0185
167.46,172.6,18.54,17.129,7.2613,5.9059
137.46,138.6,18.771,17.358,7.567,6.1357
167.46,172.6,18.578,17.175,7.3948,6.0073
137.46,138.6,18.821,17.412,7.6831,6.2236
137.46,138.6,18.636,17.235,7.4959,6.0836
137.46,138.6,18.449,17.057,7.333,5.9621
137.46,138.6,18.262,16.882,7.1915,5.8571
137.46,138.6,18.077,16.711,7.0687,5.7662
137.46,138.6,17.897,16.545,6.9623,5.6878
137.46,138.6,17.724,16.386,6.8703,5.6202
137.46,138.6,17.557,16.235,6.7907,5.562
167.46,172.6,17.399,16.091,6.7219,5.5118
167.46,172.6,17.687,16.374,7.0992,5.7952
167.46,172.6,17.99,16.664,7.4261,6.0399
137.46,138.6,18.3,16.957,7.7104,6.2519
137.46,138.6,18.175,16.828,7.5196,6.1081
137.46,138.6,18.041,16.695,7.3536,5.9834
137.46,138.6,17.901,16.559,7.2094,5.8754
167.46,172.6,17.758,16.423,7.0842,5.7821
167.46,172.6,18.051,16.707,7.4131,6.0286
167.46,172.6,18.353,16.993,7.6991,6.2421
167.46,172.6,18.657,17.278,7.9483,6.4275
167.46,172.6,18.958,17.557,8.1659,6.5887
167.46,172.6,19.253,17.828,8.3564,6.7292
167.46,172.6,19.538,18.09,8.5234,6.8519
137.46,138.6,19.813,18.341,8.6698,6.9591
167.46,172.6,19.641,18.162,8.3585,6.7238
167.46,172.6,19.886,18.391,8.5252,6.8471
137.46,138.6,20.125,18.612,8.6714,6.9549
167.46,172.6,19.92,18.407,8.3599,6.7202
167.46,172.6,20.136,18.611,8.5264,6.844
167.46,172.6,20.349,18.811,8.6725,6.9522
137.46,138.6,20.557,19.004,8.8009,7.0468
167.46,172.6,20.323,18.773,8.4735,6.8005
167.46,172.6,20.51,18.952,8.6261,6.9141
167.46,172.6,20.696,19.127,8.7601,7.0135
167.46,172.6,20.878,19.298,8.8779,7.1004
167.46,172.6,21.055,19.463,8.9816,7.1766
167.46,172.6,21.226,19.621,9.0728,7.2434
137.46,138.6,21.389,19.772,9.1533,7.3019
137.46,138.6,21.111,19.498,8.7834,7.0239
167.46,172.6,20.818,19.217,8.4582,6.7805
137.46,138.6,20.953,19.352,8.6126,6.8966
137.46,138.6,20.656,19.069,8.3083,6.6693
167.46,172.6,20.354,18.786,8.0417,6.471
167.46,172.6,20.488,18.924,8.2476,6.6266
137.46,138.6,20.632,19.067,8.428,6.7623
137.46,138.6,20.347,18.796,8.1464,6.5521
167.46,172.6,20.058,18.524,7.9001,6.3689
167.46,172.6,20.205,18.674,8.1238,6.5377
167.46,172.6,20.364,18.831,8.3195,6.6848
167.46,172.6,20.529,18.99,8.491,6.8131
167.46,172.6,20.698,19.15,8.6415,6.9251
137.46,138.6,20.866,19.308,8.7736,7.0231
167.46,172.6,20.597,19.045,8.4496,6.7798
137.46,138.6,20.754,19.196,8.6051,6.8961
137.46,138.6,20.476,18.928,8.3017,6.6688
167.46,172.6,20.192,18.658,8.0358,6.4706
137.46,138.6,20.342,18.808,8.2425,6.6262
167.46,172.6,20.065,18.544,7.9841,6.4335
137.46,138.6,20.222,18.701,8.1973,6.594
167.46,172.6,19.952,18.443,7.9445,6.4054
137.46,138.6,20.115,18.606,8.1627,6.5695
167.46,172.6,19.852,18.355,7.9143,6.3841
167.46,172.6,20.023,18.523,8.1362,6.5509
167.46,172.6,20.202,18.696,8.3304,6.6963
167.46,172.6,20.385,18.87,8.5005,6.8231
137.46,138.6,20.57,19.042,8.6498,6.9339
137.46,138.6,20.317,18.793,8.3409,6.7018
137.46,138.6,20.054,18.541,8.0702,6.4994
167.46,172.6,19.786,18.287,7.8335,6.323
137.46,138.6,19.954,18.454,8.0656,6.4978
137.46,138.6,19.696,18.209,7.8295,6.3217
137.46,138.6,19.436,17.966,7.6234,6.1687
137.46,138.6,19.179,17.727,7.4439,6.0359
137.46,138.6,18.927,17.494,7.2878,5.9209
137.46,138.6,18.683,17.27,7.1522,5.8214
137.46,138.6,18.448,17.056,7.0347,5.7354
167.46,172.6,18.223,16.851,6.9329,5.6613
167.46,172.6,18.447,17.076,7.2819,5.9242
167.46,172.6,18.69,17.313,7.5849,6.1516
137.46,138.6,18.944,17.554,7.8487,6.3488
167.46,172.6,18.767,17.378,7.6401,6.1922
167.46,172.6,19.019,17.619,7.8969,6.3841
137.46,138.6,19.275,17.859,8.121,6.5509
137.46,138.6,19.095,17.678,7.8779,6.3679
167.46,172.6,18.905,17.492,7.6656,6.2088
167.46,172.6,19.146,17.723,7.9191,6.3985
167.46,172.6,19.391,17.955,8.1404,6.5635
167.46,172.6,19.637,18.184,8.334,6.7072
167.46,172.6,19.88,18.408,8.5037,6.8327
167.46,172.6,20.117,18.626,8.6526,6.9423
137.46,138.6,20.346,18.836,8.7834,7.0381
167.46,172.6,20.132,18.619,8.4582,6.7929
167.46,172.6,20.337,18.812,8.6126,6.9075
137.46,138.6,20.539,19,8.7483,7.0077
137.46,138.6,20.301,18.764,8.4273,6.7663
167.46,172.6,20.049,18.522,8.1459,6.5556
137.46,138.6,20.227,18.695,8.3388,6.7003
167.46,172.6,19.973,18.452,8.0684,6.4981
137.46,138.6,20.149,18.625,8.271,6.6502
167.46,172.6,19.896,18.382,8.009,6.4544
167.46,172.6,20.073,18.556,8.2191,6.6121
167.46,172.6,20.257,18.733,8.403,6.7497
167.46,172.6,20.443,18.91,8.5642,6.8697
167.46,172.6,20.628,19.084,8.7057,6.9747
137.46,138.6,20.811,19.254,8.8301,7.0665
137.46,138.6,20.554,19.001,8.4992,6.8177
167.46,172.6,20.285,18.742,8.2088,6.6004
137.46,138.6,20.446,18.9,8.394,6.7394
167.46,172.6,20.176,18.642,8.1167,6.5321
137.46,138.6,20.337,18.801,8.3133,6.6799
137.46,138.6,20.068,18.544,8.046,6.4802
137.46,138.6,19.796,18.288,7.8123,6.3064
137.46,138.6,19.524,18.035,7.6085,6.1554
137.46,138.6,19.256,17.788,7.4309,6.0244
167.46,172.6,18.994,17.548,7.2765,5.9109
167.46,172.6,19.178,17.736,7.5802,6.1401
167.46,172.6,19.379,17.934,7.8446,6.3388
167.46,172.6,19.591,18.138,8.0753,6.5116
137.46,138.6,19.808,18.343,8.2771,6.662
167.46,172.6,19.591,18.128,8.0143,6.4646
137.46,138.6,19.801,18.329,8.2237,6.6211
137.46,138.6,19.578,18.111,7.9677,6.429
137.46,138.6,19.347,17.89,7.7439,6.2618
137.46,138.6,19.114,17.67,7.5489,6.1167
167.46,172.6,18.882,17.454,7.379,5.9908
167.46,172.6,19.091,17.661,7.6694,6.2094
167.46,172.6,19.312,17.876,7.9224,6.399
167.46,172.6,19.54,18.092,8.1433,6.5639
137.46,138.6,19.771,18.308,8.3366,6.7076
167.46,172.6,19.564,18.103,8.0664,6.5044
167.46,172.6,19.783,18.31,8.2693,6.6557
167.46,172.6,20.003,18.516,8.447,6.7877
137.46,138.6,20.22,18.718,8.6028,6.903
137.46,138.6,19.998,18.497,8.2997,6.6748
137.46,138.6,19.763,18.269,8.0341,6.4758
167.46,172.6,19.521,18.039,7.8019,6.3026
167.46,172.6,19.713,18.228,8.0381,6.48
167.46,172.6,19.913,18.42,8.2445,6.6345
137.46,138.6,20.116,18.613,8.4252,6.7692
167.46,172.6,19.884,18.386,8.144,6.5581
167.46,172.6,20.079,18.573,8.3372,6.7025
167.46,172.6,20.275,18.759,8.5065,6.8285
137.46,138.6,20.472,18.943,8.6551,6.9386
137.46,138.6,20.229,18.704,8.3455,6.706
167.46,172.6,19.976,18.46,8.0742,6.503
167.46,172.6,20.153,18.633,8.2761,6.6545
137.46,138.6,20.335,18.808,8.453,6.7866
167.46,172.6,20.083,18.564,8.1683,6.5733
167.46,172.6,20.26,18.735,8.3585,6.7158
137.46,138.6,20.44,18.908,8.5252,6.8401
167.46,172.6,20.186,18.66,8.2316,6.62
167.46,172.6,20.36,18.828,8.4139,6.7565
137.46,138.6,20.537,18.997,8.5738,6.8757
137.46,138.6,20.278,18.745,8.2743,6.651
167.46,172.6,20.011,18.491,8.0119,6.4551
167.46,172.6,20.177,18.655,8.2216,6.6127
137.46,138.6,20.35,18.823,8.4051,6.7502
167.46,172.6,20.091,18.573,8.1264,6.5415
137.46,138.6,20.262,18.739,8.3218,6.6881
167.46,172.6,20.003,18.49,8.0535,6.4874
137.46,138.6,20.174,18.658,8.258,6.6409
137.46,138.6,19.916,18.411,7.9976,6.4462
167.46,172.6,19.654,18.163,7.7701,6.2769
137.46,138.6,19.828,18.337,8.0103,6.4577
137.46,138.6,19.577,18.098,7.7811,6.2868
167.46,172.6,19.324,17.861,7.5813,6.1383
137.46,138.6,19.51,18.047,7.8455,6.3373
167.46,172.6,19.272,17.821,7.6374,6.1822
137.46,138.6,19.471,18.016,7.8945,6.3754
167.46,172.6,19.243,17.798,7.6801,6.2153
137.46,138.6,19.449,18,7.9317,6.4041
137.46,138.6,19.228,17.787,7.7126,6.2403
137.46,138.6,19.004,17.575,7.5215,6.098
137.46,138.6,18.781,17.365,7.3553,5.9746
137.46,138.6,18.56,17.161,7.2108,5.8679
167.46,172.6,18.346,16.963,7.0855,5.7756
137.46,138.6,18.575,17.192,7.4142,6.023
137.46,138.6,18.385,17.011,7.262,5.9097
167.46,172.6,18.196,16.834,7.1299,5.8117
137.46,138.6,18.447,17.08,7.4528,6.0542
137.46,138.6,18.275,16.914,7.2955,5.9368
137.46,138.6,18.102,16.75,7.159,5.8351
137.46,138.6,17.931,16.59,7.0405,5.7473
137.46,138.6,17.763,16.434,6.9379,5.6715
137.46,138.6,17.601,16.284,6.8492,5.6061
167.46,172.6,17.446,16.141,6.7724,5.5498
167.46,172.6,17.734,16.424,7.1429,5.828
167.46,172.6,18.038,16.714,7.4641,6.0683
167.46,172.6,18.347,17.004,7.7434,6.2765
137.46,138.6,18.657,17.292,7.987,6.4574
137.46,138.6,18.527,17.156,7.7608,6.2865
167.46,172.6,18.384,17.012,7.5635,6.1381
137.46,138.6,18.668,17.282,7.8301,6.3371
137.46,138.6,18.518,17.131,7.6239,6.182
